brand_name,product_name,asin,price,overall_rating,reviewer_username,review_date,review_rating,r-12-date-txt1,r-12-date-txt2,r-12-date-txt3,r-12-date-txt4,r-12-date-txt5,r-12-date-txt6,r-12-date-txt7,r-12-date-txt8,r-12-date-txt9,r-12-date-txt10,r-12-date-txt11,r-12-date-txt12,r-12-date-txt13,r-12-date-txt14,r-12-date-txt15,r-12-date-txt16,r-12-date-txt17,r-12-date-txt18,r-12-date-txt19,r-12-date-txt20,r-12-date-txt21,r-12-date-txt22,r-12-date-txt23,r-12-date-txt24,r-12-date-txt25,r-12-date-txt26,r-12-date-txt27,r-12-date-txt28,r-12-date-txt29,r-12-date-txt30,r-12-date-txt31,r-12-date-txt32,r-12-date-txt33,r-12-date-txt34,r-12-date-txt35,r-12-date-txt36,r-12-date-txt37,r-12-date-txt38,r-12-date-txt39,r-12-date-txt40,r-12-date-txt41,r-12-date-txt42,r-12-date-txt43,r-12-date-txt44,r-12-date-txt45,r-12-date-txt46,r-12-date-txt47,r-12-date-txt48,r-12-date-txt49,r-12-date-txt50,r-12-date-txt51,r-12-date-txt52,r-12-date-txt53,r-12-date-txt54,r-12-date-txt55,r-12-date-txt56,r-12-date-txt57,r-12-date-txt58,r-12-date-txt59,r-12-date-txt60,r-12-date-txt61,r-12-date-txt62,r-12-date-txt63,r-12-date-txt64,r-12-date-txt65,r-12-date-txt66,r-12-date-txt67,r-12-date-txt68,r-12-date-txt69,r-12-date-txt70,r-12-date-txt71,r-12-date-txt72,r-12-date-txt73,r-12-date-txt74,r-12-date-txt75,r-12-date-txt76,r-12-date-txt77,r-12-date-txt78,r-12-date-txt79,r-12-date-txt80,r-12-date-txt81,r-12-date-txt82,r-12-date-txt83,r-12-date-txt84,r-12-date-txt85,r-12-date-txt86,r-12-date-txt87,r-12-date-txt88,r-12-date-txt89,r-12-date-txt90,r-12-date-txt91,r-12-date-txt92,r-12-date-txt93,r-12-date-txt94,r-12-date-txt95,r-12-date-txt96,r-12-date-txt97,r-12-date-txt98,r-12-date-txt99,r-12-date-txt100,r-12-date-txt101,r-12-date-txt102,r-12-date-txt103,r-12-date-txt104,r-12-date-txt105,r-12-date-txt106,r-12-date-txt107,r-12-date-txt108,r-12-date-txt109,r-12-date-txt110,r-12-date-txt111,r-12-date-txt112,r-12-date-txt113,r-12-date-txt114,r-12-date-txt115,r-12-date-txt116,r-12-date-txt117,r-12-date-txt118,r-12-date-txt119,r-12-date-txt120,r-12-date-txt121,r-12-date-txt122,r-12-date-txt123,r-12-date-txt124,r-12-date-txt125,r-12-date-txt126,r-12-date-txt127,r-12-date-txt128,r-12-date-txt129,r-12-date-txt130,r-12-date-txt131,r-12-date-txt132,r-12-date-txt133,r-12-date-txt134,r-12-date-txt135,r-12-date-txt136,r-12-date-txt137,r-12-date-txt138,r-12-date-txt139,r-12-date-txt140,r-12-date-txt141,r-12-date-txt142,r-12-date-txt143,r-12-date-txt144,r-12-date-txt145,r-12-date-txt146,r-12-date-txt147,r-12-date-txt148,r-12-date-txt149,r-12-date-txt150,r-12-date-txt151,r-12-date-txt152,r-12-date-txt153,r-12-date-txt154,r-12-date-txt155,r-12-date-txt156,r-12-date-txt157,r-12-date-txt158,r-12-date-txt159,r-12-date-txt160,r-12-date-txt161,r-12-date-txt162,r-12-date-txt163,r-12-date-txt164,r-12-date-txt165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn, Meat-Free Meatballs, 10.6 oz (Frozen)",B000WM2WXE,4.99,4.4,alexis,22-Sep-20,1,Did,not,like,these,the,flavor,just,wasnâ€™t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Wei Yuan,3-Oct-20,1,bought,these,thinking,they,were,vegan,and,they're,not,they,have,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Donald E. Meissner,21-Sep-20,1,This,is,the,most,discussing,flavor,of,the,chicken,nuggets,Iâ€™ve,ev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Ronda Roberts,18-Sep-20,1,gave,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Godsblessings,15-Sep-20,1,The,second,I,opened,the,package,I,knew,something,was,off,The,smell,of,leaving,something,in,the,freezer,for,too,long,was,strong,I,was,really,looking,forward,to,trying,these,so,I,still,gave,them,a,go,Follow'd,the,instructions,on,the,back,and,I,didn't,take,more,than,a,bite,before,tossing,both,the,heated,nuggets,and,whatever,was,in,the,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Rez,25-Apr-19,1,These,were,absolutely,flavorless,They,weren't,good,or,bad,they,were,just,like,eating,some,kind,of,flavorless,material,Like,this,is,the,kind,of,thing,they,serve,you,in,the,future,in,a,colony,on,Mars,because,it,has,all,the,nutrients,you,need,but,additional,flavoring,would,rot,the,food,so,they,don't,do,it,The,texture,wasn't,bad,but,there,was,just,absolutely,no,flavor,to,these,at,all,There's,was,a,small,hint,of,it,on,the,breading,but,basically,it's,nothing,Every,vegetable,chicken,nugget,I've,ever,had,is,better,than,th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Brandon D,16-Mar-19,1,STAY,away,from,Quorn,products,ZERO,stars!,I,had,to,rush,my,child,to,ER,because,the,chicken,patty,caused,an,anaphylactic,reaction,Research,the,ingredient,mycroprotein,in,Quorn,products!,I,called,their,headquarters,to,make,them,aware,of,another,case,of,a,severely,adverse,reaction--no,return,call,For,your/your,family's,sake,do,NOT,consume,Quorn,products!!!,0,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Nuggets, Vegetarian, Frozen, 10.6 Oz",B000REIDY4,4.99,4.6,Amazon Customer,28-Mar-18,1,They,were,ok,I,only,had,one,and,my,daughter,only,had,half,of,one,She,ended,up,throwing,up,overnight,Maybe,it,was,the,Myprotien,they,warned,about,people,having,an,allergy,to,it,Will,not,be,purchasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,kkm,30-Sep-20,1,Made,me,so,sick!,I,100%,agree,with,the,other,reviewers,stating,that,they,also,experienced,really,bad,reactions,Itâ€™s,not,worth,the,gamble,of,if,youâ€™re,going,to,be,able,to,tolerant,this,product,or,not,trust,me,Kind,of,crazy,that,itâ€™s,even,sold,on,the,market,you,can,further,research,the,side,effects,on,google,if,you,need,more,conv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Sheila m.,27-Jun-20,1,I,have,since,discovered,that,several percent,or,up to 5%,(according,to,your,source),of,people,will,be,sensitive,to,this,product,due,to,the,fact,that,it,is,derived,from,a,source,that,humans,have,not,normally,digested,That,source,is,the,soil,mold,Fusarium,venenatum,It,is,very,unlikely,for,you,to,know,that,you,have,sensitivity,to,this,novel,protein,since,this,is,the,only,product,that,uses,it,If,you,are,sensitive,to,it,then,you,will,find,that,it,causes,digestive,problems,In,my,case,I,was,kept,awake,all,night,with,diarrhea,(I,would,call,it,a,full rinse),The,next,day,at,hour,19,I,got,a,debilitating,migraine,that,did,not,go,away,until,sleep,8,hours,later,Visiting,a,doctor,was,considered,but,ruled,out,after,finding,that,many,people,had,experienced,similar,symptoms,and,most,did,not,have,further,complications,If,you,are,not,sensitive,to,it,then,at,best,you,are,getting,a,terribly,bland,meat,imitation,product,Upon,initial,seasoning,I,found,that,it,had,the,taste,and,texture,of,shredded,cardboard,As,a,12-year,vegetarian,this,was,easily,remedied,and,I,made,it,delicious,It,pales,in,comparison,to,modern,brands,like,Beyond,Meat,or,Impossible,yet,is,still,miles,behind,something,mediocre,like,Boca,Bottom,line:,humans,have,consumed,peas,soy,and,wheat,for,thousands,of,years,If,you,want,to,take,a,chance,with,this,stuff,be,aware,of,the,potential,side,effects,They,are,well,documented,if,you,put,it,in,Google,I,wish,that,I,had
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Lynne,22-Jun-20,2,My,wife,got,super,sick,google,the,actual,ingredients,-,a,number,of,people,have,allergic,reactions,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Pri,28-Sep-19,2,Not,so,great,I,cooked,this,and,it,seemed,to,dissolve,and,the,flavor,was,very,bland,Two,stars,for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quorn,"Quorn Foods Meatless Grounds, Vegetarian, Frozen, 12 Oz",B000WLZHQ4,4.99,4.5,Courtney Star Winters,10-Sep-18,2,The,Quorn,meats,are,delicious,But,they,give,me,horrible,stomach,cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Spicy Non-GMO Soy Chik'n Veggie Patties (4 Count),B000WLXM02,4.49,4.6,Majestic Alien Unicorn,4-Dec-20,1,These,things,taste,like,vinegar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,2.95,4.5,dave,19-Oct-20,2,Put,them,in,the,air,fryer,and,honestly,they,are,disgusting,I'm,literally,throwing,th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,2.95,4.5,Blues Hammer,10-Jul-20,2,Not,a,big,fan,of,these,They,breading,doesn't,get,very,crispy,and,they,were,very,rubbery,The,breading,was,very,similar,to,morning,star,chicken,nuggets,so,if,you,like,those,maybe,you'll,be,okay,with,these,The,taste,was,just,okay,not,good,but,not,te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,2.95,4.5,Mckay,28-Aug-18,1,taste,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,2.95,4.5,Love to Shop,28-Jul-18,2,OK,but,the,LiteLife,is,MUCH,BETTER,Fresh,needs,to,carry,th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boca,Boca Original Vegan Non-GMO Soy Chik'n Veggie Nuggets (10 oz Pouch),B000O6K852,2.95,4.5,Stephanie,18-Aug-17,2,Were,you,excited,that,Boca,made,vegan,chicken,nuggets,too?I've,been,vegan,for,almost,four,years,and,consider,myself,an,expert,on,heavily-processed,frozen,vegan,fake,meats,I've,tried,every,brand,from,Litelife,to,Gardein,so,please,believe,me,when,I,tell,you,that,these,things,are,absolute,garbage,The,texture,My,god,the,texture,For,some,reason,these,things,have,very,little,bite,or,chee,to,them-,they,just,disolve,into,a,bland,paste,inside,your,mouth,They,are,almost,flavorless,and,lack,that,strong,chickeny,flavor,of,the,Boca,chicken,patties,or,the,Gardein,chicken,strips,I,tried,pan-searing,them,in,hopes,that,crisping,up,the,exterior,would,add,some,sort,of,texture,and,flavor,but,sadly,that,didn't,do,much,Even,frying,these,bad,boys,won't,imrpove,that,god-awful,mushy,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,Renee Sylvester,27-May-21,1,Worst,taste,ever,Smelled,and,tasted,how,I,imagine,dog,food,would,taste,I,tried,to,eat,2,spoons,and,almost,vomited,both,times,Threw,the,whole,bag,away,Neve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,JoAnn G.,27-Apr-21,1,Not,real,food!,You,are,better,off,not,eating,if,this,is,your,only,option,Toxic,ingredients,and,gross,taste,Eat,real,beef,or,beans,instead,Not,pseud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,peaceful shopper,19-Oct-20,1,If,you,get,headaches,from,food,triggers,this,will,trigger,it,Tastes,horrible,and,whatever,fake,ingredients,are,in,it,will,cause,a,wonderful,long,lasting,headache,Never,again,wit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Gluten-Free Ultimate Plant-Based Beefless Ground Crumbles, Vegan, Frozen, 13.7 oz.",,4.79,4.7,R,9-Aug-20,2,Was,defrosted,when,it,arrived,Mushy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Sliced Italian Plant-Based Saus'age, Vegan, Frozen, 9 oz.",,4.99,4.6,Pippi,19-May-21,1,To,much,fennel,Like,yuck,I,like,a,good,amount,of,the,products,But,this,one,is,over,flavored,Like,the,meatballs,are,way,good,But,since,you,guys,spice,them,I,can't,say,make,sweetish,meatballs,They,will,still,taste,Ita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Sliced Italian Plant-Based Saus'age, Vegan, Frozen, 9 oz.",,4.99,4.6,Sara McCarthy,24-Feb-21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein Sliced Italian Plant-Based Saus'age, Vegan, Frozen, 9 oz.",,4.99,4.6,Linda R Olivieri,4-Jan-21,1,Really,didn't,like,these,texturally,and,taste-wise,Beyond,Sausage,is,so,much,better,in,my,opinion,I,had,ordered,these,because,the,Beyonds,were,out,of,stock,I,had,to,toss,them,unfortu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein, Burger Beefless Ultimate, 12 Ounce",,4.79,4.5,Amazon Customer,17-May-21,1,Horrible,Salty,otherwise,flavorless,Not,sure,what,theyâ€™re,going,for,but,if,this,is,supposed,to,be,a,substitute,for,beef,itâ€™s,a,major,fail,If,not,itâ€™s,just,plain,bad,all,on,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein, Burger Beefless Ultimate, 12 Ounce",,4.79,4.5,Dee,16-May-21,1,In,the,fine,print,it,has,cucumber,seeds,which,it,SHOUD,mention,in,the,purchase,area,and,did,not,find,out,till,after,eating,these!,Do,NOT,recommend,for,someone,with,divertic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein, Burger Beefless Ultimate, 12 Ounce",,4.79,4.5,DB,23-Mar-21,1,The,faux,beef,flavoring,tastes,like,stale,beef,that's,been,left,in,the,fridge,for,too,many,days,Can't,believe,people,like,this,crap!,I,actually,like,other,Gardein,products,like,their,veggie,burger,and,fishless,filets,so,this,was,very,disappo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gardein,"Gardein, Burger Beefless Ultimate, 12 Ounce",,4.79,4.5,Darrell Ightful,22-Mar-21,1,Holy,crap,these,things,taste,awful,I,didn't,really,expect,them,to,taste,like,beef,but,they,don't,even,taste,lik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
